InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
538428,22632,HAND WARMER RED POLKA DOT,4,04/15/2023 14:40,1.68,12069,United Kingdom
538026,20727,LUNCH BAG BLACK SKULL,4,01/29/2023 18:57,1.8,12234,Ireland
537002,71053,WHITE METAL LANTERN,5,01/06/2023 12:16,3.43,12192,Germany
538267,22423,REGENCY CAKESTAND 3 TIER,23,12/07/2023 12:37,14.04,12187,United Kingdom
537587,21755,LOVE BUILDING BLOCK WORD,12,04/29/2023 08:01,6.21,12247,United Kingdom
538458,21931,JUMBO STORAGE BAG SUKI,4,04/03/2023 14:01,2.02,12134,UK
536445,POST,POSTAGE,1,11/01/2023 10:19,18.0,12225,United Kingdom
537150,23355,HOT WATER BOTTLE KEEP CALM,11,11/14/2023 16:02,3.63,12141,Australia
537791,M,MANUAL,1,02/28/2023 14:11,5.0,12223,Ireland
536942,84029E,RED WOOLLY HOTTIE WHITE HEART,6,12/09/2023 19:06,3.39,12065,United Kingdom
537013,23355,HOT WATER BOTTLE KEEP CALM,8,03/17/2023 18:48,4.23,12205,United Kingdom
C537473,21471,TRAVEL CARD WALLET SKULL,-20,07/31/2023 14:04,0.39,12193,U.K.
537762,84406B,CREAM CUPID HEARTS COAT HANGER,15,03/05/2023 15:43,2.77,12031,Spain
536691, 23298 ,SPACEBOY LUNCH BOX,15,11/09/2023 11:15,2.02,12009,United Kingdom
538447,71053,WHITE METAL LANTERN,1,12/11/2023 10:14,3.27,12212,United Kingdom
537006,21755,LOVE BUILDING BLOCK WORD,5,03/01/2023 12:14,6.15,12045,Germany
538853,20725,LUNCH BAG RED RETROSPOT,15,07/17/2023 12:16,1.56,12016,  united kingdom
536828,20728,lunch bag cars blue,9,07/21/2023 09:14,1.85,12115,United Kingdom
537744,AMAZONFEE,AMAZON FEE,1,11/04/2023 12:50,12.5,12234,Ireland
536605,22752,SET 7 BABUSHKA NESTING BOXES,9,11/05/2023 17:59,7.53,12248,United Kingdom
537466,84029E,RED WOOLLY HOTTIE WHITE HEART,15,01/23/2023 12:23,3.48,12113,United Kingdom
536873,22423,REGENCY CAKESTAND 3 TIER,6,01/11/2023 19:01,14.15,12312,Netherlands
538516,21931,JUMBO STORAGE BAG SUKI,18,10/14/2023 17:49,2.13,12156,United Kingdom
538396,22752,SET 7 BABUSHKA NESTING BOXES,1,11/20/2023 12:58,8.08,12279,Spain
538196,22960,JAM MAKING SET WITH JARS,19,11/08/2023 14:49,4.71,,United Kingdom
537517,84406B,CREAM CUPID HEARTS COAT HANGER,8,07/01/2023 08:13,2.62,12002,France
537777,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,04/03/2023 09:49,2.77,12055,United Kingdom
538839,21471,TRAVEL CARD WALLET SKULL,18,07/24/2023 11:31,0.39,12341,United Kingdom
537094,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,5,11/16/2023 09:28,3.75,12326,Australia
536669,47566,PARTY BUNTING,15,06/18/2023 08:18,5.48,12126,Belgium
537711,21931,JUMBO STORAGE BAG SUKI,2,07/05/2023 15:07,2.27,12084,Spain
537246,84029E,RED WOOLLY HOTTIE WHITE HEART,13,01/02/2023 16:27,3.74,12298,United Kingdom
537220,20727,LUNCH BAG BLACK SKULL,20,03/12/2023 19:21,1.53,12130,Spain
536458,23245,SET OF 3 REGENCY CAKE TINS,6,07/23/2023 11:27,4.52,12340,United Kingdom
537097,22197,small popcorn holder,17,12/20/2023 17:35,0.79,,France
537261,22111,scottie dog hot water bottle,20,11/03/2023 17:59,5.3,12257,France
539150,22625,RED KITCHEN SCALES,4,07/21/2023 16:12,9.12,12067,United Kingdom
536602,22622,BOX OF VINTAGE ALPHABET BLOCKS,24,08/06/2023 16:52,9.54,12309,United Kingdom
536384,21212,PACK OF 72 RETROSPOT CAKE CASES,6,08/05/2023 19:03,0.55,12287,  united kingdom
537052,AMAZONFEE,AMAZON FEE,1,06/15/2023 15:08,12.5,12337,Spain
537858,22625,RED KITCHEN SCALES,6,01/20/2023 18:56,7.83,12033,United Kingdom
536687,POST,POSTAGE,1,10/21/2023 18:08,18.0,12119,United Kingdom
536755, 20727 ,LUNCH BAG BLACK SKULL,13,12/19/2023 15:06,1.68,12053,Belgium
536715,23298,SPACEBOY LUNCH BOX,5,02/05/2023 14:57,1.97,12200,U.K.
538013,47566,  Party Bunting  ,4,10/24/2023 13:04,4.49,12036,United Kingdom
537914,23245,SET OF 3 REGENCY CAKE TINS,3,04/15/2023 11:04,5.36,12156,United Kingdom
538407,21777,RECIPE BOX WITH METAL HEART,13,10/09/2023 19:04,5.76,12170,United Kingdom
536715,21931,jumbo storage bag suki,7,02/05/2023 14:57,2.13,12200,U.K.
538969,22745,POPPY'S PLAYHOUSE BEDROOM,19,01/05/2023 09:05,1.97,12280,Netherlands
537162,22423,regency cakestand 3 tier,9,04/01/2023 15:18,12.92,12253,France
536430,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,15,02/11/2023 16:28,3.5,12126,Belgium
537900,22622,box of vintage alphabet blocks,9,11/23/2023 15:16,9.15,12170,United Kingdom
538499,22748,POPPY'S PLAYHOUSE KITCHEN,17,02/21/2023 12:43,2.3,12333,United Kingdom
536412,BANK CHARGES,BANK CHARGES,1,09/15/2023 18:10,15.0,12320,Germany
536942,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,12/09/2023 19:06,4.05,12065,United Kingdom
536542,22960,JAM MAKING SET WITH JARS,9,07/05/2023 19:37,4.82,12330,United Kingdom
536793,23298,SPACEBOY LUNCH BOX,13,12/09/2023 15:16,2.18,12180,Ireland
536644,AMAZONFEE,AMAZON FEE,1,08/29/2023 15:35,12.5,12337,Spain
C536729,22111,SCOTTIE DOG HOT WATER BOTTLE,-4,12/21/2023 19:43,5.41,12126,Belgium
537320,23245,SET OF 3 REGENCY CAKE TINS,17,11/26/2023 19:01,4.88,12027,United Kingdom
538703,23203,JUMBO BAG DOILY PATTERNS,18,08/30/2023 18:05,2.03,12261,Spain
539144,20728,LUNCH BAG CARS BLUE,13,04/20/2023 13:17,1.52,12296,United Kingdom
539084,21931,JUMBO STORAGE BAG SUKI,17,02/11/2023 11:31,2.05,12314,United Kingdom
537300,47566,  Party Bunting  ,4,11/22/2023 12:26,4.5,12324,United Kingdom
538568,20725,LUNCH BAG RED RETROSPOT,3,06/02/2023 19:21,1.5,12318,United Kingdom
538590,22423,REGENCY CAKESTAND 3 TIER,11,02/23/2023 17:02,12.08,12011,United Kingdom
539181,22752,SET 7 BABUSHKA NESTING BOXES,21,02/18/2023 11:13,8.66,12076,United Kingdom
536722,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,04/21/2023 19:02,4.67,12139,Netherlands
539210,23298,SPACEBOY LUNCH BOX,13,03/16/2023 16:46,1.99,12293,U.K.
536945,22622,BOX OF VINTAGE ALPHABET BLOCKS,12,02/12/2023 16:11,9.35,12177,United Kingdom
C538122,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,-22,12/07/2023 10:43,4.23,12127,United Kingdom
536600,22749,  Feltcraft Princess Charlotte Doll  ,16,07/15/2023 14:34,3.99,12302,United Kingdom
537838,21755,LOVE BUILDING BLOCK WORD,3,11/09/2023 12:37,5.74,12105,Ireland
537929,22960,JAM MAKING SET WITH JARS,23,07/26/2023 17:12,4.1,12117,United Kingdom
537237,21730,GLASS STAR FROSTED T-LIGHT HOLDER,12,11/19/2023 11:48,4.72,12069,  united kingdom
538211,23245,SET OF 3 REGENCY CAKE TINS,11,12/08/2023 12:29,4.84,12152,Germany
538744,84029E,RED WOOLLY HOTTIE WHITE HEART,23,04/24/2023 10:45,3.59,12271,France
C539179,23203,JUMBO BAG DOILY PATTERNS,-4,11/16/2023 19:18,2.13,12246,United Kingdom
537820,21730,GLASS STAR FROSTED T-LIGHT HOLDER,23,05/17/2023 18:40,4.0,12208,United Kingdom
538264,23355,HOT WATER BOTTLE KEEP CALM,6,08/08/2023 11:25,4.35,12088,Australia
539133,84029E,RED WOOLLY HOTTIE WHITE HEART,8,12/17/2023 14:46,4.04,12212,United Kingdom
538644,23298,SPACEBOY LUNCH BOX,9,11/21/2023 16:53,1.81,12120,France
536848,21754,HOME BUILDING BLOCK WORD,1,03/14/2023 08:15,5.86,12062,Spain
538598,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,07/24/2023 18:19,3.85,12309,United Kingdom
537352,AMAZONFEE,AMAZON FEE,1,05/13/2023 08:22,12.5,12171,Belgium
537880, 23245 ,SET OF 3 REGENCY CAKE TINS,2,10/13/2023 17:40,5.43,12078,United Kingdom
539121, 20725 ,LUNCH BAG RED RETROSPOT,18,11/26/2023 11:55,1.87,12319,UK
536611,21471,TRAVEL CARD WALLET SKULL,24,10/04/2023 18:19,0.45,12303,France
538345,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,11/18/2023 15:39,2.5,12055,United Kingdom
539097,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,07/27/2023 12:19,2.66,12238,United Kingdom
539184,21754,HOME BUILDING BLOCK WORD,7,09/07/2023 14:55,5.91,12333,United Kingdom
538074,21929,JUMBO BAG PINK POLKADOT,6,11/15/2023 13:30,2.34,12131,France
538901,22960,JAM MAKING SET WITH JARS,5,09/30/2023 11:19,4.67,12279,Spain
539165,21755,LOVE BUILDING BLOCK WORD,7,12/14/2023 16:10,6.6,12091,United Kingdom
536985,22632,HAND WARMER RED POLKA DOT,19,07/18/2023 15:23,1.76,12235,Italy
538374,21471,  Travel Card Wallet Skull  ,6,12/12/2023 12:17,0.42,12199,France
536542,22745,poppy's playhouse bedroom,4,07/05/2023 19:37,1.94,12330,United Kingdom
538900,21212,PACK OF 72 RETROSPOT CAKE CASES,8,02/19/2023 12:03,0.61,12260,Italy
536717,BANK CHARGES,BANK CHARGES,1,11/10/2023 18:56,15.0,12235,Italy
537389,21471,TRAVEL CARD WALLET SKULL,20,02/03/2023 15:10,0.42,12322,Ireland
538926,22960,JAM MAKING SET WITH JARS,21,09/01/2023 18:59,3.9,12018,Netherlands
537882,20725,LUNCH BAG RED RETROSPOT,11,10/04/2023 16:15,1.51,12230,United Kingdom
537193,22960,JAM MAKING SET WITH JARS,23,11/06/2023 19:16,4.63,,Germany
539171,21931,jumbo storage bag suki,22,11/02/2023 12:39,2.21,12274,United Kingdom
C538914,84406B,cream cupid hearts coat hanger,-19,08/30/2023 08:23,2.55,12167,United Kingdom
536526, 23203 ,JUMBO BAG DOILY PATTERNS,13,12/07/2023 10:11,2.18,12003,UK
536905,BANK CHARGES,BANK CHARGES,1,11/11/2023 19:37,15.0,12196,France
537550,84879,ASSORTED COLOUR BIRD ORNAMENT,3,09/27/2023 17:37,1.58,12006,United Kingdom
539213,22632,HAND WARMER RED POLKA DOT,13,05/10/2023 15:39,1.93,12322,Ireland
536370,84991,60 TEATIME FAIRY CAKE CASES,20,11/14/2023 18:09,0.78,12225,United Kingdom
537036,22633,  Hand Warmer Union Jack  ,21,10/21/2023 12:29,1.95,12123,Australia
538198,84029E,RED WOOLLY HOTTIE WHITE HEART,15,02/04/2023 10:29,3.41,12266,Netherlands
537544,20728,LUNCH BAG CARS BLUE,8,04/21/2023 18:03,1.89,12142,United Kingdom
538774,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,13,01/16/2023 08:29,3.75,12164,United Kingdom
537191,20727,LUNCH BAG BLACK SKULL,15,11/04/2023 16:43,1.51,12070,United Kingdom
538404,47566,PARTY BUNTING,3,10/23/2023 11:55,4.91,12187,United Kingdom
537238,21755,LOVE BUILDING BLOCK WORD,24,06/08/2023 16:42,5.37,12071,United Kingdom
537588,22622,BOX OF VINTAGE ALPHABET BLOCKS,3,11/01/2023 09:34,10.18,12065,United Kingdom
C538882,23245,SET OF 3 REGENCY CAKE TINS,-9,12/15/2023 16:13,5.3,12328,United Kingdom
537127,84879,ASSORTED COLOUR BIRD ORNAMENT,7,01/14/2023 18:31,1.87,12258,United Kingdom
539040,22752,SET 7 BABUSHKA NESTING BOXES,12,05/05/2023 16:16,8.56,12151,France
539209,21755,LOVE BUILDING BLOCK WORD,13,07/16/2023 16:17,5.64,,France
538093,22748,POPPY'S PLAYHOUSE KITCHEN,3,11/02/2023 17:36,2.15,12086,United Kingdom
538437,20728,LUNCH BAG CARS BLUE,12,09/17/2023 15:24,1.81,12118,France
537711,21471,TRAVEL CARD WALLET SKULL,10,07/05/2023 15:07,0.47,12084,Spain
538158,21212,PACK OF 72 RETROSPOT CAKE CASES,7,11/11/2023 17:28,0.57,12150,United Kingdom
538895,85123A,WHITE HANGING HEART T-LIGHT HOLDER,22,02/08/2023 19:40,2.54,12043,Netherlands
539067,23203,JUMBO BAG DOILY PATTERNS,13,08/23/2023 14:48,2.11,12028,United Kingdom
537497,22749,feltcraft princess charlotte doll,19,02/01/2023 09:55,3.47,12279,Spain
538590,71053,WHITE METAL LANTERN,16,02/23/2023 17:02,3.53,12011,United Kingdom
536384,84029E,RED WOOLLY HOTTIE WHITE HEART,5,08/05/2023 19:03,3.91,12287,  united kingdom
536899,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,03/20/2023 18:35,3.4,12104,Australia
536670,22632,HAND WARMER RED POLKA DOT,20,06/16/2023 19:46,1.84,12168,United Kingdom
536889,22960,JAM MAKING SET WITH JARS,7,01/18/2023 18:17,4.52,12257,France
537088,84991,60 TEATIME FAIRY CAKE CASES,4,08/16/2023 12:20,0.88,12110,United Kingdom
537483,22748,POPPY'S PLAYHOUSE KITCHEN,20,04/25/2023 17:06,2.02,12058,United Kingdom
537202,21471,TRAVEL CARD WALLET SKULL,13,12/24/2023 12:04,0.45,12016,United Kingdom
538801,22197,SMALL POPCORN HOLDER,10,09/05/2023 08:27,0.0,12087,Ireland
537891,23203,JUMBO BAG DOILY PATTERNS,3,10/24/2023 09:12,2.12,12306,Germany
538360,M,MANUAL,1,05/02/2023 17:08,5.0,12119,United Kingdom
537006,22633,HAND WARMER UNION JACK,18,03/01/2023 12:14,1.84,12045,Germany
538271,84406B,  Cream Cupid Hearts Coat Hanger  ,2,06/12/2023 12:54,2.92,12340,United Kingdom
537931,22111,SCOTTIE DOG HOT WATER BOTTLE,21,11/02/2023 13:07,4.91,12022,United Kingdom
536697,22752,SET 7 BABUSHKA NESTING BOXES,13,11/29/2023 18:04,7.1,12250,United Kingdom
536905,84879,ASSORTED COLOUR BIRD ORNAMENT,6,11/11/2023 19:37,1.56,12196,France
536744,22625,RED KITCHEN SCALES,2,12/19/2023 09:17,9.61,12017,Netherlands
537641,23203,JUMBO BAG DOILY PATTERNS,17,08/03/2023 13:54,2.16,12022,UK
537572,22752,SET 7 BABUSHKA NESTING BOXES,3,12/02/2023 19:21,8.58,12037,United Kingdom
538529,22622,BOX OF VINTAGE ALPHABET BLOCKS,15,09/02/2023 16:10,8.97,12218,United Kingdom
536453,21755,LOVE BUILDING BLOCK WORD,13,12/22/2023 18:59,6.79,12294,United Kingdom
537556,21754,HOME BUILDING BLOCK WORD,11,06/16/2023 10:11,6.07,12099,United Kingdom
537064,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,07/26/2023 11:10,11.41,12053,Belgium
538839,47566,PARTY BUNTING,9,07/24/2023 11:31,5.09,12341,United Kingdom
536992,84879,ASSORTED COLOUR BIRD ORNAMENT,17,11/13/2023 13:40,1.79,12001,United Kingdom
537275,23245,SET OF 3 REGENCY CAKE TINS,20,10/27/2023 16:01,5.57,12054,Ireland
537427,22632,HAND WARMER RED POLKA DOT,8,04/18/2023 17:55,1.95,12309,United Kingdom
537509,21929,JUMBO BAG PINK POLKADOT,22,12/31/2023 13:15,2.19,,United Kingdom
537124,21929,JUMBO BAG PINK POLKADOT,1,12/03/2023 10:01,2.22,12229,United Kingdom
537789,22745,POPPY'S PLAYHOUSE BEDROOM,5,07/09/2023 13:51,1.92,,Netherlands
539064,21471,TRAVEL CARD WALLET SKULL,24,05/16/2023 16:58,0.41,12228,United Kingdom
539061,84991,60 TEATIME FAIRY CAKE CASES,6,11/14/2023 19:08,0.89,12155,United Kingdom
536954,84991,60 TEATIME FAIRY CAKE CASES,9,12/29/2023 15:35,0.93,12136,Netherlands
C538720,23203,JUMBO BAG DOILY PATTERNS,-20,11/04/2023 10:17,2.07,12004,United Kingdom
537441,84991,60 TEATIME FAIRY CAKE CASES,22,11/23/2023 19:16,0.83,12025,France
C538914,22745,poppy's playhouse bedroom,-9,08/30/2023 08:23,2.33,12167,United Kingdom
536547,BANK CHARGES,BANK CHARGES,1,05/30/2023 17:14,15.0,,Australia
537671,23355,HOT WATER BOTTLE KEEP CALM,2,11/03/2023 12:53,4.07,12298,United Kingdom
539064,22197,SMALL POPCORN HOLDER,9,05/16/2023 16:58,0.94,12228,United Kingdom
538839,BANK CHARGES,BANK CHARGES,1,07/24/2023 11:31,15.0,12341,United Kingdom
536487,22622,BOX OF VINTAGE ALPHABET BLOCKS,10,06/09/2023 12:53,11.38,12010,France
537224,21471,TRAVEL CARD WALLET SKULL,22,05/17/2023 10:24,0.46,12122,United Kingdom
537100,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,06/02/2023 10:01,4.0,12342,Spain
539167,22625,RED KITCHEN SCALES,14,11/11/2023 16:41,8.02,12151,France
536744,22745,POPPY'S PLAYHOUSE BEDROOM,5,12/19/2023 09:17,2.0,12017,Netherlands
538837,23298,SPACEBOY LUNCH BOX,15,01/21/2023 08:03,0.0,12337,Spain
538322,AMAZONFEE,AMAZON FEE,1,12/11/2023 12:54,12.5,12007,United Kingdom
538035,22197,SMALL POPCORN HOLDER,23,12/09/2023 19:59,0.91,12117,United Kingdom
537336, 21777 ,RECIPE BOX WITH METAL HEART,1,09/20/2023 09:49,5.63,12054,Ireland
537601,21212,PACK OF 72 RETROSPOT CAKE CASES,18,05/19/2023 09:44,0.61,12087,Ireland
539201,84029E,RED WOOLLY HOTTIE WHITE HEART,22,11/11/2023 16:14,3.92,12160,United Kingdom
537915,21754,  Home Building Block Word  ,5,09/26/2023 11:51,5.6,12148,United Kingdom
539016,22960,JAM MAKING SET WITH JARS,15,12/28/2023 18:08,4.43,12222,United Kingdom
538464,71053,WHITE METAL LANTERN,9,12/16/2023 13:21,3.86,12307,United Kingdom
538515,AMAZONFEE,AMAZON FEE,1,11/01/2023 08:21,12.5,12013,United Kingdom
538240,22197,SMALL POPCORN HOLDER,4,08/07/2023 19:12,0.85,12245,France
536384,22633,hand warmer union jack,3,08/05/2023 19:03,2.07,12287,  united kingdom
C537672,23298,SPACEBOY LUNCH BOX,-4,11/27/2023 12:36,2.12,12224,United Kingdom
539206,22752,SET 7 BABUSHKA NESTING BOXES,19,08/28/2023 13:54,8.71,12032,United Kingdom
538620,23245,SET OF 3 REGENCY CAKE TINS,16,11/11/2023 16:53,4.71,12133,Ireland
537233,20725,LUNCH BAG RED RETROSPOT,13,12/20/2023 10:09,1.58,12067,United Kingdom
537500,22745,  Poppy'S Playhouse Bedroom  ,17,01/09/2023 10:19,2.18,12050,Ireland
C538266,22745,  Poppy'S Playhouse Bedroom  ,-16,03/21/2023 11:06,2.31,12048,Italy
537033,84029E,RED WOOLLY HOTTIE WHITE HEART,15,08/12/2023 16:21,4.23,12139,Netherlands
536610,21755,LOVE BUILDING BLOCK WORD,12,05/17/2023 10:44,5.85,12334,United Kingdom
536939,84029E,RED WOOLLY HOTTIE WHITE HEART,21,07/24/2023 09:22,3.98,12057,U.K.
537298,21755,LOVE BUILDING BLOCK WORD,3,12/03/2023 11:44,5.92,12254,United Kingdom
536526,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,16,12/07/2023 10:11,4.19,12003,UK
538409,84406B,CREAM CUPID HEARTS COAT HANGER,1,03/09/2023 17:36,2.69,12208,United Kingdom
537641,84991,  60 Teatime Fairy Cake Cases  ,13,08/03/2023 13:54,0.83,12022,UK
538116,22752,set 7 babushka nesting boxes,19,07/05/2023 13:29,8.7,12228,United Kingdom
C537739,21777,RECIPE BOX WITH METAL HEART,-11,09/06/2023 18:39,6.59,12092,  united kingdom
536688,85123A,WHITE HANGING HEART T-LIGHT HOLDER,19,06/06/2023 12:13,2.49,12072,Australia
538356,POST,POSTAGE,1,01/05/2023 19:13,18.0,12155,U.K.
536531,22745,POPPY'S PLAYHOUSE BEDROOM,13,06/23/2023 16:39,0.0,12082,Portugal
536371,21754,HOME BUILDING BLOCK WORD,19,07/15/2023 17:43,5.9,12087,Ireland
539053,20725,lunch bag red retrospot,24,04/07/2023 16:03,1.49,12243,  united kingdom
538292,22748,  Poppy'S Playhouse Kitchen  ,11,07/09/2023 16:08,1.92,12070,United Kingdom
537489,22632,HAND WARMER RED POLKA DOT,6,05/19/2023 14:27,1.96,12189,Germany
537171,22111,SCOTTIE DOG HOT WATER BOTTLE,11,05/14/2023 13:23,5.65,12331,Germany
538256,20728,LUNCH BAG CARS BLUE,7,08/11/2023 17:21,1.81,12229,United Kingdom
538960,21777,RECIPE BOX WITH METAL HEART,19,05/02/2023 08:37,5.5,12220,Netherlands
537512,22745,POPPY'S PLAYHOUSE BEDROOM,13,03/20/2023 16:38,2.05,12025,France
538534,84406B,CREAM CUPID HEARTS COAT HANGER,8,11/23/2023 16:42,2.79,12298,United Kingdom
538297,22960,  Jam Making Set With Jars  ,20,08/30/2023 08:10,4.78,12126,Belgium
536907,22745,POPPY'S PLAYHOUSE BEDROOM,14,06/11/2023 15:43,2.41,12106,United Kingdom
536954,84406B,CREAM CUPID HEARTS COAT HANGER,17,12/29/2023 15:35,2.5,12136,Netherlands
538534,84879,ASSORTED COLOUR BIRD ORNAMENT,15,11/23/2023 16:42,1.7,12298,United Kingdom
537278,22745,POPPY'S PLAYHOUSE BEDROOM,16,06/25/2023 14:35,1.96,12307,U.K.
538286,21931,JUMBO STORAGE BAG SUKI,1,11/04/2023 11:07,1.88,12287,United Kingdom
536547,22633,  Hand Warmer Union Jack  ,18,05/30/2023 17:14,1.68,,Australia
538652,21931,JUMBO STORAGE BAG SUKI,2,05/07/2023 11:42,2.27,12323,Spain
537250,21730,GLASS STAR FROSTED T-LIGHT HOLDER,8,02/15/2023 18:42,3.83,12025,France
537624,22423,REGENCY CAKESTAND 3 TIER,22,12/09/2023 08:17,12.25,12229,U.K.
538118,BANK CHARGES,BANK CHARGES,1,12/22/2023 16:21,15.0,12288,United Kingdom
537015,22423,REGENCY CAKESTAND 3 TIER,12,04/07/2023 19:00,12.14,12079,Netherlands
537346,47566,PARTY BUNTING,16,02/20/2023 13:23,5.11,12190,Netherlands
539154,22960,  Jam Making Set With Jars  ,18,04/26/2023 17:09,4.72,12326,Australia
537316,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,07/30/2023 13:17,2.42,12258,United Kingdom
537070,47566,PARTY BUNTING,23,11/24/2023 19:08,4.5,12053,Belgium
537677,21777,RECIPE BOX WITH METAL HEART,16,02/09/2023 09:33,6.75,12092,United Kingdom
538009,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,11/24/2023 19:58,4.18,12338,Spain
536585, 21931 ,JUMBO STORAGE BAG SUKI,7,02/14/2023 15:56,2.35,12161,France
537304,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,08/21/2023 12:56,4.36,12232,Belgium
537787,20725,lunch bag red retrospot,5,12/26/2023 09:18,1.88,12201,United Kingdom
538424,22423,REGENCY CAKESTAND 3 TIER,10,10/24/2023 10:24,14.64,12016,United Kingdom
538366,21471,TRAVEL CARD WALLET SKULL,10,08/22/2023 16:27,0.39,12303,France
536522,21929,JUMBO BAG PINK POLKADOT,9,11/07/2023 13:31,2.32,12182,United Kingdom
536761,84406B,CREAM CUPID HEARTS COAT HANGER,12,01/02/2023 19:40,2.48,12153,Australia
538397,21931,JUMBO STORAGE BAG SUKI,9,12/19/2023 16:38,2.21,12266,Netherlands
536731,84406B,CREAM CUPID HEARTS COAT HANGER,4,01/05/2023 08:17,2.62,12299,United Kingdom
539091,DOT,DOTCOM POSTAGE,1,12/10/2023 18:19,15.0,12207,Ireland
537050,21929,JUMBO BAG PINK POLKADOT,22,07/21/2023 13:42,2.36,12310,Australia
538281,21755,LOVE BUILDING BLOCK WORD,23,11/05/2023 18:52,6.27,12027,United Kingdom
538196,22748,POPPY'S PLAYHOUSE KITCHEN,6,11/08/2023 14:49,2.38,,United Kingdom
C538122,47566,PARTY BUNTING,-23,12/07/2023 10:43,4.76,12127,United Kingdom
538560,47566,PARTY BUNTING,15,12/08/2023 19:04,5.26,12126,Belgium
538021,21755,LOVE BUILDING BLOCK WORD,1,11/10/2023 09:45,5.79,12047,United Kingdom
537605,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,12/03/2023 18:40,3.96,12159,France
536462,21730,GLASS STAR FROSTED T-LIGHT HOLDER,5,12/21/2023 09:15,4.12,12179,United Kingdom
538487,21754,HOME BUILDING BLOCK WORD,3,03/06/2023 14:05,6.45,12202,Netherlands
537982,22748,POPPY'S PLAYHOUSE KITCHEN,11,11/13/2023 12:41,2.11,12126,Belgium
537924,M,MANUAL,1,12/28/2023 10:12,5.0,12278,Germany
537124,84029E,RED WOOLLY HOTTIE WHITE HEART,5,12/03/2023 10:01,3.68,12229,United Kingdom
538590,23298,SPACEBOY LUNCH BOX,24,02/23/2023 17:02,1.88,12011,United Kingdom
537909,22625,RED KITCHEN SCALES,16,08/11/2023 11:43,8.57,12209,United Kingdom
536883,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,17,06/06/2023 13:39,3.93,12140,United Kingdom
538311,21754,HOME BUILDING BLOCK WORD,5,11/27/2023 17:16,6.37,12308,United Kingdom
536471,47566,PARTY BUNTING,8,12/03/2023 08:58,4.82,12251,United Kingdom
536646,21931,  Jumbo Storage Bag Suki  ,19,02/08/2023 16:13,2.08,12186,United Kingdom
537188,21755,LOVE BUILDING BLOCK WORD,12,12/26/2023 08:33,6.03,12289,Belgium
538609,84029E,RED WOOLLY HOTTIE WHITE HEART,1,11/19/2023 13:03,3.38,12228,United Kingdom
538168,22745,POPPY'S PLAYHOUSE BEDROOM,6,02/18/2023 16:23,2.16,12094,United Kingdom
537238,84991,60 TEATIME FAIRY CAKE CASES,14,06/08/2023 16:42,0.94,12071,United Kingdom
536512,22960,JAM MAKING SET WITH JARS,20,12/23/2023 18:03,4.75,12331,Germany
538830,22111,scottie dog hot water bottle,5,01/08/2023 17:55,4.73,12034,Italy
538072,21929,JUMBO BAG PINK POLKADOT,5,11/13/2023 10:20,0.0,12267,France
538369,22423,REGENCY CAKESTAND 3 TIER,9,12/08/2023 12:43,11.65,12186,United Kingdom
537497,22625,  Red Kitchen Scales  ,10,02/01/2023 09:55,8.88,12279,Spain
537050,22960,JAM MAKING SET WITH JARS,12,07/21/2023 13:42,3.9,12310,Australia
538281,22632,HAND WARMER RED POLKA DOT,7,11/05/2023 18:52,1.91,12027,United Kingdom
536431,22632,HAND WARMER RED POLKA DOT,13,08/04/2023 13:57,2.05,12069,United Kingdom
538247,84029G,  Knitted Union Flag Hot Water Bottle  ,14,02/25/2023 18:11,3.74,12320,Germany
538571,22111,  Scottie Dog Hot Water Bottle  ,2,12/16/2023 15:31,5.08,12239,United Kingdom
536967,20728,LUNCH BAG CARS BLUE,13,11/27/2023 10:01,1.61,12082,Portugal
537937,71053,  White Metal Lantern  ,11,01/22/2023 16:35,3.18,12136,Netherlands
538181,22632,hand warmer red polka dot,5,11/24/2023 12:52,2.09,12009,United Kingdom
538462,71053,WHITE METAL LANTERN,12,02/13/2023 11:17,3.43,12150,United Kingdom
536670,84406B,CREAM CUPID HEARTS COAT HANGER,16,06/16/2023 19:46,2.84,12168,United Kingdom
537508,71053,WHITE METAL LANTERN,21,12/26/2023 09:45,3.5,12283,United Kingdom
